Projet,Titre du projet,Descriptif,Année,Date d'Approbation Prévue,Date de Début Prévue,Date de Fin Prévue,Date d'Approbation Effective,Date de Début Effective,Date de Fin Effective,Agence de financement,Source de Financement,Agence d'Exécution (1er Niveau),Coût du Projet (USD),Engagement de GdB (USD),Décaissement du GdB (USD),Région,Province,Commune,A l’Echelle National,Secteur,Sous-Secteur,ADM2 Geonames Matches,ADM1 Geonames Matches,Country Geonames Match
BDI/000051,Lutte contre VIH/SIDA,,Imprévu; 2009; 2010; 2011; 2012; 2013; 2014; 2015,2009-10-31,2010-02-01,2013-12-31,2009-10-31,2010-02-01,2013-12-31,ONUSIDA,Nations Unies,Ministère de la Santé Publique et de la Lutte contre le SIDA; ONUSIDA,"800,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Politique de la santé et gestion administrative; Services médicaux,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000052,Budget programme régulier des Sciences humaines et Sociales(2010-2011),,Imprévu; 2010; 2011,,,2011-12-31,2010-02-01,2010-02-01,,UNESCO,Nations Unies,Agence d'Exécution de 1er Niveau non défini,"230,017",,,Non spécifié,Non spécifié,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,,"'Republic of Burundi', 433561"
BDI/000053,Budget programme régulier Communication et Information,,Imprévu; 2010; 2011; 2013,,,2013-05-31,2010-02-01,2010-02-01,2013-05-31,UNESCO,Nations Unies,Agence d'Exécution de 1er Niveau non défini; UBJ,"197,159",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,COMMUNICATIONS,Technologies de l’information et de la communication (TIC),,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000054,Budget programme culture,,Imprévu; 2010; 2011; 2012; 2013,,,2012-12-31,2010-02-01,2010-02-01,2012-12-31,UNESCO,Nations Unies,UNESCO; Agence d'Exécution de 1er Niveau non défini,"163,598",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Gouvernement et société civile, général",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000055,Budget programme régulier Education,,Imprévu; 2010; 2011; 2012; 2013,,,2013-12-31,2010-02-01,2010-02-01,,UNESCO,Nations Unies,UNESCO,"561,109",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,EDUCATION,"Éducation, niveau non spécifié",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000056,Energie renouvelable,,2012; 2013,,2012-02-01,2015-12-31,,,,Pays Bas,Pays-Bas,Agence d'Exécution de 1er Niveau non défini,,,,Ouest,Bubanza; Bujumbura Rural; Cibitoke,Non spécifié,Non,PRODUCTION ET DISTRIBUTION D’ENERGIE,Production d’énergie (sources renouvelables),,"'Bubanza Province', 428514; 'Bujumbura Rural Province', 7303940; 'Cibitoke Province', 430020","'Republic of Burundi', 433561"
BDI/000057,President's Emergency Program for AIDS Relief (Supply Chain Management),Lutte contre le SIDA,Imprévu; 2011; 2012; 2013; 2014; 2015,2011-01-01,2011-01-09,2015-09-30,2011-01-01,,,Etats Unis d'Amérique,États Unis d'Amérique,Agence d'Exécution de 1er Niveau non défini,"1,400,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Lutte contre les maladies infectieuses,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000058,President's Emergency Program for AIDS Relief (PTME),,Imprévu; 2012; 2013; 2014,,,,2012-01-02,,,Etats Unis d'Amérique,États Unis d'Amérique,Agence d'Exécution de 1er Niveau non défini,"50,000,000",,,Ouest; Centre-Est; Nord,Ngozi; Bujumbura Rural; Mairie de Bujumbura; Karuzi,Non spécifié,Non,SANTE,Lutte contre les maladies infectieuses,,"'Ngozi Province', 430567; 'Bujumbura Rural Province', 7303940; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000059,President's Emergency Programm for AIDS Relief (Appui au système de gestion de l'information),,Imprévu; 2011; 2012; 2013; 2014; 2015,,2011-01-09,2013-08-31,2011-01-09,,,Etats Unis d'Amérique,États Unis d'Amérique,Agence d'Exécution de 1er Niveau non défini,"2,150,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Lutte contre les maladies infectieuses,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000060,President's Emergency Programm for AIDS Relief (Qualité assurance),,Imprévu; 2011; 2012; 2013; 2014; 2015,2011-01-09,2011-01-09,2012-09-30,2011-01-09,2011-01-09,2015-09-30,Etats Unis d'Amérique,États Unis d'Amérique,Agence d'Exécution de 1er Niveau non défini,"3,100,000",,,Centre-Est; Nord,Kayanza; Muyinga; Kirundo; Karuzi,Non spécifié,Non,SANTE,Lutte contre les maladies infectieuses,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Kirundo Province', 432455; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000061,Santé et Droits reproductifs et Sexuels,,Imprévu; 2012; 2013; 2014; 2015,,,2015-12-31,,2012-02-01,,Pays Bas,Pays-Bas,Agence d'Exécution de 1er Niveau non défini,"21,387,283",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Santé de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000062,Appui à la CNIDH,,Imprévu; 2011; 2012,,2011-01-11,2012-12-31,,2011-01-10,2012-12-31,Pays Bas,Pays-Bas,Agence d'Exécution de 1er Niveau non défini,"255,015",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Droits de la personne,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000063,Appui à la stabilité,,Imprévu; 2011,,,2012-12-31,,2011-01-09,,Pays Bas,Pays-Bas,Agence d'Exécution de 1er Niveau non défini,"17,681,061",,,Non spécifié,Non spécifié,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,,"'Republic of Burundi', 433561"
BDI/000064,Appui à la promotion du renforcement des capacités,,Imprévu; 2011; 2012,,2011-04-05,2012-12-31,2011-04-05,,,Programme des Nations Unies pour le Développement,Nations Unies,Agence d'Exécution de 1er Niveau non défini,"1,200,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Gouvernement et société civile, général",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000065,Biodiversités et aires protégées,C'est un projet d'appui à l'amélioration de l'efficacité du système de gestion des aires protégées pour la conservation de la biodiversité du Burundi à travers l'engagement des parties prenantes. Il vise: -le renforcement des capacités institutionnelles pour une gestion participative du système des aires protégées -l'amélioration de la gestion participative des parcs nationaux de la kibira et de la Ruvubu -Promotion de l'intégration régionale à travers les programmes transfrontaliers de conservation de la biodiversité entre les pays riverains (Rwanda et Tanzanie),Imprévu; 2010; 2011; 2012; 2013; 2014; 2015; 2016,2010-09-14,2010-09-14,2014-12-31,2010-09-14,2010-09-14,2016-12-31,Fonds Mondial de l'Environnement; Programme des Nations Unies pour le Développement,Nations Unies,Agence d'Exécution de 1er Niveau non défini,"2,475,000",,,Centre-Est,Gitega; Karuzi,Non spécifié,Non,NON AFFECTE/ NON SPECIFIE,Secteur non spécifié,,"'Gitega Province', 426271; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000066,Economic Reform Support Grant V(ERSG V),,Imprévu; 2011; 2012; 2013; 2014; 2015,,,,2011-12-20,2012-11-01,,Association Internationale de Développement (Banque Mondiale); Norvège,Banque mondiale; Norvège,Ministère des Finances et de la Planification du Développement Economique,"50,552,109",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000067,Disponibilité des médicaments essentiels,,Imprévu; 2009; 2011,,,2011-12-31,2009-02-11,2009-11-14,,Department for International Development (DFID),Royaume-Uni,Agence d'Exécution de 1er Niveau non défini,"6,481,932",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Santé de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000068,Handicap international(disabled ex-combattants),,Imprévu; 2010; 2011,,,2013-12-31,2010-01-12,2010-04-12,,Sida,Suède,Agence d'Exécution de 1er Niveau non défini,"2,943,139",,,Non spécifié,Non spécifié,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,"Prévention et règlement des conflits, paix et sécurité",,,"'Republic of Burundi', 433561"
BDI/000069,Projet de Gestion Environnementale du Lac VictoriaII (LVEMP)PhaseII,,Imprévu; 2011; 2012; 2013; 2014; 2015; 2016; 2017,2011-12-09,2012-01-01,2017-06-30,2011-12-09,2012-01-01,2017-06-30,Association Internationale de Développement (Banque Mondiale),Banque mondiale,Agence d'Exécution de 1er Niveau non défini,"15,000,000","73,362",,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Rutana; Mwaro; Kirundo; Muramvya; Ruyigi; Makamba,Non spécifié,Non,DISTRIBUTION D’EAU ET ASSAINISSEMENT,Politique des ressources en eau et gestion administrative,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Ruyigi Province', 426699; 'Makamba Province', 422233","'Republic of Burundi', 433561"
BDI/000070,Projet d'urgence pour le secteur de l'Electricité (PURSE),"Améliorer la capacité et la fiabilité de la production, du transport et de la distribution de l'énergie électrique au Burundi",Imprévu; 2010; 2011; 2012; 2013; 2014,,2011-01-02,2014-01-31,2010-12-01,2011-02-23,,Association Internationale de Développement (Banque Mondiale),Banque mondiale,Agence d'Exécution de 1er Niveau non défini,"17,256,722",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,Services sociaux,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000072,Améliorer les conditions de travail des femmes dans le commerce informel transfrontalier,,Imprévu; 2011,,,2011-12-31,2011-01-08,2011-04-08,,ONUFEMMES,Nations Unies,Agence d'Exécution de 1er Niveau non défini,"50,000",,,Non spécifié,Non spécifié,Non spécifié,Non,ENTREPRISES ET AUTRES SERVICES,Services et institutions de soutien commerciaux,,,"'Republic of Burundi', 433561"
BDI/000073,Projet d'Appui à la mise en oeuvre coordonnée de la stratégie nationale de lutte contre le VBG au Burundi,,Imprévu; 2010; 2011; 2012; 2013,,,2012-10-31,2010-09-24,2010-09-24,,United Nations Trust Fund,Nations Unies,Agence d'Exécution de 1er Niveau non défini,"903,700",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Cankuzo; Rutana; Makamba; Cibitoke,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,"Gouvernement et société civile, général",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Cankuzo Province', 427700; 'Rutana Province', 434147; 'Makamba Province', 422233; 'Cibitoke Province', 430020","'Republic of Burundi', 433561"
BDI/000074,Consultations nationales sur les VGB dans le cadre de la préparation des sommets des chefs d'Etat de la CIRGL,,Imprévu; 2011,,,2011-10-15,2011-01-09,2011-09-28,,ONUFEMMES,Nations Unies,Agence d'Exécution de 1er Niveau non défini,"13,170",,,Non spécifié,Non spécifié,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,Droits de la personne,,,"'Republic of Burundi', 433561"
